deflator inflation - forecast,deflator inflation - actual,nominal interest
3.409090909090917,5.148245260185558,7.553333333333334
2.9850746268656803,5.067634772229956,7.453333333333333
3.703703703703698,5.27302323287131,6.936666666666667
3.5414384811975452,4.766077600895757,5.646666666666666
3.530259365994226,4.771495708051576,4.05
3.416370106761568,4.056420693898821,4.993333333333333
3.1358885017421567,3.9921281979195866,5.75
3.419399860432648,4.447026022304845,4.726666666666667
3.539208882720324,4.064445258147198,4.406666666666666
3.385772913816698,5.012736535662277,4.843333333333333
3.612815269256986,6.0421735604217375,5.153333333333333
3.6999321113373895,6.793611247052556,5.4366666666666665
3.7609133646742787,7.569493314567199,6.31
3.772336201191284,8.44234601056919,7.016666666666666
4.099935938500954,9.492245591671967,8.506666666666668
5.3650793650793505,10.510748208631892,7.413333333333334
5.652173913043468,10.929386269779595,7.353333333333333
5.612552806276416,9.978030756940282,8.69
7.023460410557192,8.731421475416191,9.01
7.681405895691595,7.39246805141931,7.673333333333333
7.2411894273127775,6.115001842978263,6.3066666666666675
5.591748099891425,5.615080085715318,6.526666666666666
5.945366898768101,5.125093686427062,7.5200000000000005
6.208718626155885,5.247823645043526,6.68
6.18320610687022,5.821667998193747,5.976666666666667
5.900151285930422,6.245056570033358,6.28
6.054977711738485,6.165336954676626,6.013333333333333
5.728975394785141,6.5503785478437715,5.226666666666667
5.643994211288006,6.3876579681601875,5.419999999999999
6.267806267806253,6.9137400873927835,5.6933333333333325
5.89887640449438,7.422212273352291,6.28
5.9556786703601095,7.299589945847829,6.96
5.904436860068274,7.691833019653838,7.31
6.5326633165829096,8.258908298265277,7.786666666666666
6.905537459283373,8.778875922838768,8.446666666666667
7.092651757188495,8.576679599754943,9.816666666666668
7.3262366938008805,8.872908549163405,10.299999999999999
7.927762473217026,8.797785172963458,9.936666666666666
8.025059665871126,8.847595851235601,10.153333333333334
8.187134502923987,9.648297912356597,12.270000000000001
8.695652173913038,10.220783663587806,13.933333333333332
8.841634023503087,9.793085721629623,10.283333333333333
8.933954508084408,9.415698697641673,10.136666666666667
9.372496662216289,8.480764518500372,13.840000000000002
9.061918681902736,7.150531216425948,14.12
8.678655199374518,6.433337235163283,15.126666666666665
7.802874743326482,5.949125669247901,16.319999999999997
7.518796992481214,5.229156784350919,13.546666666666667
7.019704433497531,4.585561497326207,14.333333333333334
6.237769080234834,4.0098541671249155,13.796666666666667
5.873925501432664,3.6457881495619127,11.839999999999998
5.589767882520147,3.3593783540119437,9.13
5.001173984503415,3.623929438834206,8.86
4.823747680890533,3.741065008670641,9.18
4.949355432780855,3.5614890455962556,10.296666666666667
5.532693187014193,3.5513281136424935,9.953333333333333
4.977375565610864,3.525977096568589,10.176666666666668
5.3811659192825045,3.30853124044439,11.546666666666667
4.745989304812848,3.0167101089086934,11.81
4.413062665489842,2.8238503038446883,10.016666666666667
3.992979376919692,2.3235492711601857,9.389999999999999
4.329004329004338,2.0541457831800836,8.466666666666667
4.2132416165090225,1.8574454730895917,7.993333333333333
3.9743589743589824,1.8432190992607733,7.853333333333333
3.3333333333333215,1.987423336697458,7.456666666666667
3.1523642732048884,2.3066957984493097,6.6066666666666665
2.615518744550993,2.661223546629188,5.989999999999999
3.111495246326701,2.918757421381235,5.796666666666667
3.70370370370372,3.0657684402831675,5.923333333333333
3.918228279386704,3.352736619292407,6.766666666666667
4.142011834319526,3.8020745409187207,7.126666666666666
3.6195286195286114,3.870631582865003,7.239999999999999
3.760969494358535,4.137816429402319,6.78
3.9435450394354588,4.2332589693888645,7.3
4.1837571780147575,3.7531622696060696,8.003333333333332
4.3689320388349495,3.597405854742197,8.526666666666666
4.556354916067162,3.6347517730496604,9.290000000000001
4.577742699289655,3.6911633129243393,8.926666666666668
4.320502749410848,3.821167946775339,8.096666666666666
3.9843749999999956,3.8546674506277467,7.826666666666667
4.021655065738594,3.751924721984601,8.126666666666667
3.8167938931297662,3.355046104390502,8.273333333333333
4.383975812547236,3.279596047709332,7.826666666666667
4.264870931537579,3.123803180417939,7.303333333333334
3.4944237918215437,2.5031743152548636,6.4366666666666665
3.3823529411764586,2.3687139863802997,6.243333333333333
3.352769679300316,2.0709482506578336,5.886666666666667
3.1930333817126177,2.1669277098706807,4.866666666666666
3.249793677260726,2.36000064349029,4.3566666666666665
3.1074272440905437,2.353881826177351,4.22
2.790862667777616,2.460177272799613,3.4166666666666665
2.70655737704919,2.315363583202945,3.563333333333333
2.78024856580954,2.231721883447535,3.4066666666666667
2.755797318159403,2.1169559579420794,3.3800000000000003
3.0522088353413857,2.0966965381210345,3.4233333333333333
2.8332003192338417,2.0930519941919856,3.526666666666667
2.763089889873971,2.158406100110688,3.91
2.892366050260775,2.155686790489897,5.133333333333333
3.0516561514195573,2.0734137548108267,5.6000000000000005
3.102906520031423,2.0123159789992906,6.596666666666667
2.8928850664581507,1.948775055679297,6.726666666666667
2.9361867704280176,1.8825538032978484,5.97
2.5676861320102606,1.715350223546963,5.653333333333333
2.3504778891452416,1.7679426901799022,5.4433333333333325
2.3623381560205825,1.8864303954418737,5.123333333333334
2.502274795268433,1.6669606632563116,5.663333333333333
2.5049864007252953,1.7772633368009272,5.783333333333334
2.5650406504065026,1.5739998542592781,5.4799999999999995
2.578167115902974,1.1140890981528262,5.646666666666667
2.4230254350736224,1.1523669066828557,5.8500000000000005
2.4550462622086933,1.138719336634808,5.539999999999999
2.29681978798586,1.0875959537987034,5.483333333333333
2.2338357044192847,1.2723156718342565,5.3133333333333335
2.048297627315332,1.4151145671035925,5.41
2.034489783265281,1.345099992883081,5.093333333333334
1.8525307761282361,1.6209387818829413,4.39
1.544592164192271,1.96513963951217,4.663333333333333
1.7404826962106545,2.2142665858574384,4.88
1.867468300228059,2.4494382022471894,5.16
1.8129770992366456,2.4331308052238265,5.6066666666666665
1.9881404174572959,2.4295486395360166,6.1866666666666665
2.2150234741783903,2.407611693325995,6.216666666666666
2.3743016759776525,2.2126562842728736,6.13
2.259499536607956,1.9839917095054282,5.8999999999999995
2.121771217712176,1.6323047330064178,4.596666666666667
2.0695970695970622,1.3774809468666716,3.78
2.0890559161826694,1.464631562005425,3.3033333333333332
1.7377495462794768,1.7341426890576495,2.2433333333333336
1.7832025046508493,1.9113119277060164,2.32
1.9281252828822204,1.9139582143473888,2.3433333333333333
1.8935978358881833,2.0079312623925816,1.8133333333333332
1.925254813137034,2.0370881467754787,1.53
1.8409188492915396,2.2652070990439643,1.3
1.774753135842011,2.7290499152873737,1.1533333333333333
1.7226215118913313,2.792572146846539,1.2233333333333334
1.7550839964633136,2.962428676309581,1.3
1.568586957542073,3.050145153658268,1.2233333333333334
1.8331170431975519,2.961027098345692,1.7766666666666666
2.1528327230573963,3.244919570369631,2.08
1.9991742740492757,3.2925105392862086,2.466666666666667
1.977524810274356,3.1993844473677813,3.063333333333333
2.231255645889796,3.356415880135044,3.3366666666666664
2.245178081215027,3.1380497692251375,3.7866666666666666
2.1876186523739127,2.6631626115706464,4.286666666666666
2.1910604732690686,2.9101928904708974,4.633333333333333
2.2606182130673558,2.728833361150196,5.0200000000000005
2.3917811975185943,2.5737557418193724,5.09
2.2698052683060244,2.6223899964610053,4.986666666666667
2.1312059542123674,2.03211180704872,5.01
2.292231293662139,1.8184772139118621,4.933333333333334
2.2673089613083786,2.0278848595369547,4.523333333333333
2.2425249169435224,1.862218799213733,3.6199999999999997
2.2445882324815702,1.406402107312621,2.1
2.391631745709377,0.7499601085048768,2.0733333333333337
2.2276838427933265,0.1153859206552088,2.1233333333333335
1.9411564030579198,0.18958843510545886,0.9933333333333333
1.2529602595296119,0.5567916153733199,0.5666666666666667
1.4694715832254568,1.216118376397124,0.52
1.4576145336640867,1.4033739731754258,0.4466666666666667
1.4815661596861762,1.6704024509748505,0.35000000000000003
1.5316295087909992,1.8981086302169992,0.3666666666666667
1.6558035479953048,2.0732974930424364,0.38000000000000006
1.5025993687891814,2.3767870474577624,0.27
1.5220627802690734,1.9066294425241548,0.25666666666666665
1.5032709024106028,1.9828935476048803,0.2733333333333334
1.7729378229110804,1.731160896130346,0.20666666666666667
1.887375583778872,1.677260655666335,0.13333333333333333
1.9302087334005735,2.0655541664401866,0.11333333333333333
1.7482517482517501,1.8730072953255794,0.15666666666666665
1.9375348907582302,1.6726403823178027,0.18666666666666668
1.8588000889758982,1.6131967414924508,0.18333333333333335
1.9932638287888382,1.6413697608776756,0.17333333333333334
1.9263559701838462,1.6232043964438114,0.15333333333333332
1.868339501827454,1.9785943405214779,0.12666666666666668
1.8131350309691152,1.8983607938982683,0.12333333333333334
1.8066569890917261,1.4629136713264712,0.12333333333333334
1.8391711448858983,1.0241366350691283,0.12333333333333334
1.8750950154434953,1.032907713069653,0.10333333333333333
1.96601899322828,0.8860078986001607,0.11
1.8653612836429412,0.7839127471029217,0.14666666666666667
1.7706800672356637,0.7512736516859686,0.22333333333333336
1.814405244670625,0.8569226817364495,0.25
1.7656127709569924,0.8474836805591135,0.35000000000000003
1.8525747918310298,1.337350508808055,0.4633333333333334
1.8084940883634104,1.9426438007713154,0.5766666666666667
1.8686911948353035,1.5189641296264211,0.5666666666666668
1.8891574894798202,1.7803068793821764,0.5566666666666666
1.94010522272261,1.9133143215419812,0.7566666666666667
2.1025229211427687,2.0414528624610018,0.8866666666666667
2.0102403979730843,2.494731560461605,1.12
1.943117146535145,2.4110940276751647,1.2433333333333334
1.9980868821785736,2.2236996169799017,1.5533333333333335
2.036528837547835,1.8822903006340042,1.9400000000000002
2.1010398613518166,1.6899036578679416,2.25
2.2248576464758862,1.5744270158027485,2.466666666666667
2.215070100284522,1.4531300051446872,2.67
2.103849597135188,1.617180241560856,2.54
2.0131249999999934,0.7221120332749242,2.2533333333333334
1.9786157941437343,1.2812883906633932,1.8433333333333335
1.940497308228406,1.6533353744881074,1.5766666666666669
1.9268374069707717,2.4676425489766673,1.09
1.3730065779624878,4.439261270217565,0.17333333333333334
1.5175550335493337,5.08874506050585,0.1366666666666667
1.8720832075859395,6.195173374496443,0.11666666666666665
1.953224877852766,6.997862254856391,0.08333333333333333
2.3090749516686326,7.757011056601004,0.06
2.251139985786521,7.358179211340254,0.07666666666666667
2.5708611332289966,6.497615797777101,0.19666666666666666
2.805355411400967,5.326661975868463,0.9633333333333334
3.0387869114125943,3.4595815885365866,2.1999999999999997
3.052825230783207,3.116994380842786,3.3966666666666665
2.9611463298011786,2.566641976747097,4.613333333333333
2.6902500674863106,2.401629677281014,4.766666666666667
2.534966626213575,2.5770910643328593,4.943333333333333
2.507692063633571,2.2514010165515463,5.3933333333333335
2.260459739451326,2.4472375264725343,5.22
